mountain_no,mountain_name,suggested_summit_candidate_id,suggested_candidate_score,suggested_candidate_confidence,suggested_location_stability_bucket,suggested_municipality_relation,suggested_candidate_municipality,source_mountain_municipality,accepted_summit_candidate_id,decision_status,decision_reason,reviewer_notes,needs_followup,map_checked,packet_path,top3_candidate_ids,conflict_group_ids,created_from_stage
163,鹿島山,summit-candidate:e4fbd033b13d73ce,0.79,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0202_yamap_2022-11-07_12_37.md,summit-candidate:e4fbd033b13d73ce|summit-candidate:22b4a5a5c856bf4d|summit-candidate:45f49d8fd831427c,gpx_group_0202|summit_candidate_0363|summit_candidate_0383|summit_candidate_0011|mountain_163,location_stability_review_packets
164,出石山,summit-candidate:615a70cf4401199b,0.69,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0242_yamap_2022-11-14_13_02.md,summit-candidate:615a70cf4401199b|summit-candidate:5f31b84e049f61fa|summit-candidate:f55ffb534aa2ae4c,gpx_group_0242|summit_candidate_0144|summit_candidate_0031|summit_candidate_0060|mountain_164,location_stability_review_packets
165,綱繰山,summit-candidate:53d0e375c60814f6,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,新居浜市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0031_yamap_2022-11-26_04_41.md,summit-candidate:53d0e375c60814f6|summit-candidate:a557f14fb032a808|summit-candidate:006436491de34784,gpx_group_0031|summit_candidate_0068|summit_candidate_0440|summit_candidate_0013|mountain_165,location_stability_review_packets
166,獅子舞の鼻,summit-candidate:53d0e375c60814f6,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,新居浜市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0031_yamap_2022-11-26_04_41.md,summit-candidate:53d0e375c60814f6|summit-candidate:006436491de34784|summit-candidate:a03fbec9bab2fe7a,gpx_group_0031|summit_candidate_0068|summit_candidate_0013|summit_candidate_0439|mountain_166,location_stability_review_packets
167,冠山,summit-candidate:006436491de34784,0.85,medium,boundary_plausible,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0031_yamap_2022-11-26_04_41.md,summit-candidate:006436491de34784|summit-candidate:53d0e375c60814f6|summit-candidate:a03fbec9bab2fe7a,gpx_group_0031|summit_candidate_0013|summit_candidate_0068|summit_candidate_0439|mountain_167,location_stability_review_packets
168,遠ヶ森,summit-candidate:02fa4cfab6fa90d3,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0083_yamap_2022-12-12_08_41.md,summit-candidate:02fa4cfab6fa90d3|summit-candidate:9acc21860aa8a208|summit-candidate:38105da918da8262,gpx_group_0083|summit_candidate_0077|summit_candidate_0288|summit_candidate_0197|mountain_168,location_stability_review_packets
169,扇山,summit-candidate:9acc21860aa8a208,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,砥部町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0187_yamap_2022-12-12_10_30.md,summit-candidate:9acc21860aa8a208|summit-candidate:02fa4cfab6fa90d3|summit-candidate:23c112538ef91e0d,gpx_group_0187|summit_candidate_0288|summit_candidate_0077|summit_candidate_0029|mountain_169,location_stability_review_packets
170,高山,summit-candidate:101c1b0635c0bec0,0.85,medium,location_uncertain_keep,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0011_yamap_2022-12-25_10_09.md,summit-candidate:101c1b0635c0bec0|summit-candidate:71f4bbfe52f75585|summit-candidate:8ff6361109e5ed5c,gpx_group_0011|summit_candidate_0002|summit_candidate_0119|summit_candidate_0148|mountain_170,location_stability_review_packets
171,塔ノ峰,summit-candidate:101c1b0635c0bec0,0.79,medium,location_uncertain_keep,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0011_yamap_2022-12-25_10_09.md,summit-candidate:101c1b0635c0bec0|summit-candidate:71f4bbfe52f75585|summit-candidate:d5b708b4d3aa86a0,gpx_group_0011|summit_candidate_0002|summit_candidate_0119|summit_candidate_0240|mountain_171,location_stability_review_packets
172,海山,summit-candidate:101c1b0635c0bec0,0.79,medium,location_uncertain_keep,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0011_yamap_2022-12-25_10_09.md,summit-candidate:101c1b0635c0bec0|summit-candidate:71f4bbfe52f75585|summit-candidate:d5b708b4d3aa86a0,gpx_group_0011|summit_candidate_0002|summit_candidate_0119|summit_candidate_0240|mountain_172,location_stability_review_packets
173,近見山,summit-candidate:d5b708b4d3aa86a0,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0142_yamap_2022-12-25_11_41.md,summit-candidate:d5b708b4d3aa86a0|summit-candidate:101c1b0635c0bec0|summit-candidate:71f4bbfe52f75585,gpx_group_0142|summit_candidate_0240|summit_candidate_0002|summit_candidate_0119|mountain_173,location_stability_review_packets
174,唐子山,summit-candidate:71f4bbfe52f75585,0.85,medium,location_uncertain_keep,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0162_yamap_2022-12-25_12_44.md,summit-candidate:71f4bbfe52f75585|summit-candidate:101c1b0635c0bec0|summit-candidate:1ed32ce6414c2781,gpx_group_0162|summit_candidate_0119|summit_candidate_0002|summit_candidate_0046|mountain_174,location_stability_review_packets
175,医王山,summit-candidate:1ed32ce6414c2781,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0019_yamap_2022-12-25_13_36.md,summit-candidate:1ed32ce6414c2781|summit-candidate:71f4bbfe52f75585|summit-candidate:101c1b0635c0bec0,gpx_group_0019|summit_candidate_0046|summit_candidate_0119|summit_candidate_0002|mountain_175,location_stability_review_packets
176,永納山(永納山城址),summit-candidate:101c1b0635c0bec0,0.73,medium,location_uncertain_keep,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0011_yamap_2022-12-25_10_09.md,summit-candidate:101c1b0635c0bec0|summit-candidate:71f4bbfe52f75585|summit-candidate:1ed32ce6414c2781,gpx_group_0011|summit_candidate_0002|summit_candidate_0119|summit_candidate_0046|mountain_176,location_stability_review_packets
177,佐々久山,summit-candidate:1ed32ce6414c2781,0.63,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0019_yamap_2022-12-25_13_36.md,summit-candidate:1ed32ce6414c2781|summit-candidate:101c1b0635c0bec0|summit-candidate:71f4bbfe52f75585,gpx_group_0019|summit_candidate_0046|summit_candidate_0002|summit_candidate_0119|mountain_177,location_stability_review_packets
178,土亀山,summit-candidate:5c9365b2a5a9c97f,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,松山市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0054_yamap_2022-12-31_15_00.md,summit-candidate:5c9365b2a5a9c97f|summit-candidate:5f001ac124f82ef6|summit-candidate:ab7edbc3a52d24bf,gpx_group_0054|summit_candidate_0009|summit_candidate_0030|summit_candidate_0127|mountain_178,location_stability_review_packets
179,天山,summit-candidate:5c9365b2a5a9c97f,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,松山市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0054_yamap_2022-12-31_15_00.md,summit-candidate:5c9365b2a5a9c97f|summit-candidate:ea18d38abe59ed57|summit-candidate:45f49d8fd831427c,gpx_group_0054|summit_candidate_0009|summit_candidate_0453|summit_candidate_0011|mountain_179,location_stability_review_packets
180,東山,summit-candidate:5104c47f17101d63,0.67,medium,adjacent_but_deep_inside,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0085_yamap_2022-10-08_06_12.md,summit-candidate:5104c47f17101d63|summit-candidate:e2bdd25969c7f122|summit-candidate:2b7cce23b57844a5,gpx_group_0085|summit_candidate_0133|summit_candidate_0135|summit_candidate_0065|mountain_180,location_stability_review_packets
181,星岡山,summit-candidate:5c9365b2a5a9c97f,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,松山市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0054_yamap_2022-12-31_15_00.md,summit-candidate:5c9365b2a5a9c97f|summit-candidate:452c10a1db199870|summit-candidate:ea18d38abe59ed57,gpx_group_0054|summit_candidate_0009|summit_candidate_0006|summit_candidate_0453|mountain_181,location_stability_review_packets
182,河原樋山,summit-candidate:b1d864fd1fcc9dcb,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,砥部町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0058_yamap_2023-01-03_07_36.md,summit-candidate:b1d864fd1fcc9dcb|summit-candidate:4fec4dd128e55ab0|summit-candidate:74dd1729abbd7bb5,gpx_group_0058|summit_candidate_0295|summit_candidate_0387|summit_candidate_0087|mountain_182,location_stability_review_packets
183,真松嶺,summit-candidate:74dd1729abbd7bb5,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0058_yamap_2023-01-03_07_36.md,summit-candidate:74dd1729abbd7bb5|summit-candidate:f2aae42aff3dea24|summit-candidate:4fec4dd128e55ab0,gpx_group_0058|summit_candidate_0087|summit_candidate_0455|summit_candidate_0387|mountain_183,location_stability_review_packets
184,柿王寺森,summit-candidate:74dd1729abbd7bb5,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,松山市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0058_yamap_2023-01-03_07_36.md,summit-candidate:74dd1729abbd7bb5|summit-candidate:f2aae42aff3dea24|summit-candidate:4fec4dd128e55ab0,gpx_group_0058|summit_candidate_0087|summit_candidate_0455|summit_candidate_0387|mountain_184,location_stability_review_packets
185,岩子山,summit-candidate:45f49d8fd831427c,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0037_yamap_2023-01-06_11_33.md,summit-candidate:45f49d8fd831427c|summit-candidate:49cfd09def5fce03|summit-candidate:8178723bbadb1c72,gpx_group_0037|summit_candidate_0011|summit_candidate_0386|summit_candidate_0134|mountain_185,location_stability_review_packets
186,垣生山,summit-candidate:45f49d8fd831427c,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0037_yamap_2023-01-06_11_33.md,summit-candidate:45f49d8fd831427c|summit-candidate:8178723bbadb1c72|summit-candidate:49cfd09def5fce03,gpx_group_0037|summit_candidate_0011|summit_candidate_0134|summit_candidate_0386|mountain_186,location_stability_review_packets
187,津田山,summit-candidate:45f49d8fd831427c,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0037_yamap_2023-01-06_11_33.md,summit-candidate:45f49d8fd831427c|summit-candidate:49cfd09def5fce03|summit-candidate:8178723bbadb1c72,gpx_group_0037|summit_candidate_0011|summit_candidate_0386|summit_candidate_0134|mountain_187,location_stability_review_packets
188,弁天山,summit-candidate:8178723bbadb1c72,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0037_yamap_2023-01-06_11_33.md,summit-candidate:8178723bbadb1c72|summit-candidate:45f49d8fd831427c|summit-candidate:49cfd09def5fce03,gpx_group_0037|summit_candidate_0134|summit_candidate_0011|summit_candidate_0386|mountain_188,location_stability_review_packets
189,権現山,summit-candidate:32bb5e7e1071e808,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,愛南町,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0128_yamap_2023-01-08_09_18.md,summit-candidate:32bb5e7e1071e808|summit-candidate:2c817617699a0a45|summit-candidate:047b9599ec28c6ad,gpx_group_0128|summit_candidate_0331|summit_candidate_0372|summit_candidate_0120|mountain_189,location_stability_review_packets
190,黒瀬山（黒瀬城址）,summit-candidate:8a7a47d167c1aba6,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西予市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0010_yamap_2023-01-08_14_24.md,summit-candidate:8a7a47d167c1aba6|summit-candidate:a5f51c62e44d0847|summit-candidate:a660f8ef78c69ab0,gpx_group_0010|summit_candidate_0016|summit_candidate_0150|summit_candidate_0151|mountain_190,location_stability_review_packets
191,岡山（岡城址）,summit-candidate:8a7a47d167c1aba6,0.615,low,municipality_incompatible_strong,non_adjacent_municipality,西予市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0010_yamap_2023-01-08_14_24.md,summit-candidate:8a7a47d167c1aba6|summit-candidate:a5f51c62e44d0847|summit-candidate:047b9599ec28c6ad,gpx_group_0010|summit_candidate_0016|summit_candidate_0150|summit_candidate_0120|mountain_191,location_stability_review_packets
192,鉢ヶ森（鉢ヶ森城址）,summit-candidate:a660f8ef78c69ab0,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,西予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0010_yamap_2023-01-08_14_24.md,summit-candidate:a660f8ef78c69ab0|summit-candidate:8a7a47d167c1aba6|summit-candidate:a5f51c62e44d0847,gpx_group_0010|summit_candidate_0151|summit_candidate_0016|summit_candidate_0150|mountain_192,location_stability_review_packets
193,護摩ヶ森（護摩ヶ森城址）,summit-candidate:a5f51c62e44d0847,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西予市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0010_yamap_2023-01-08_14_24.md,summit-candidate:a5f51c62e44d0847|summit-candidate:8a7a47d167c1aba6|summit-candidate:a660f8ef78c69ab0,gpx_group_0010|summit_candidate_0150|summit_candidate_0016|summit_candidate_0151|mountain_193,location_stability_review_packets
194,我合山（我合城址）,summit-candidate:8a7a47d167c1aba6,0.675,low,municipality_incompatible_strong,non_adjacent_municipality,西予市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0010_yamap_2023-01-08_14_24.md,summit-candidate:8a7a47d167c1aba6|summit-candidate:a5f51c62e44d0847|summit-candidate:a660f8ef78c69ab0,gpx_group_0010|summit_candidate_0016|summit_candidate_0150|summit_candidate_0151|mountain_194,location_stability_review_packets
195,由良山,summit-candidate:8f19c4c16e72e270,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,宇和島市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0112_yamap_2023-01-10_10_30.md,summit-candidate:8f19c4c16e72e270|summit-candidate:51a919059b1a6dbb|summit-candidate:4973965873779cdc,gpx_group_0112|summit_candidate_0345|summit_candidate_0266|summit_candidate_0373|mountain_195,location_stability_review_packets
196,大森山,summit-candidate:47129c06b82cf694,0.85,medium,location_uncertain_keep,non_adjacent_municipality,伊方町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0007_yamap_2023-01-21_12_43.md,summit-candidate:47129c06b82cf694|summit-candidate:830c63408bf56cc5|summit-candidate:c6ced2088a2376f5,gpx_group_0007|summit_candidate_0007|summit_candidate_0374|summit_candidate_0153|mountain_196,location_stability_review_packets
197,見晴山,summit-candidate:47129c06b82cf694,0.67,medium,location_uncertain_keep,non_adjacent_municipality,伊方町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0007_yamap_2023-01-21_12_43.md,summit-candidate:47129c06b82cf694|summit-candidate:830c63408bf56cc5|summit-candidate:c6ced2088a2376f5,gpx_group_0007|summit_candidate_0007|summit_candidate_0374|summit_candidate_0153|mountain_197,location_stability_review_packets
198,権現山,summit-candidate:047b9599ec28c6ad,0.68,medium,location_uncertain_keep,non_adjacent_municipality,愛南町,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0128_yamap_2023-01-08_09_18.md,summit-candidate:047b9599ec28c6ad|summit-candidate:c94d8d76133fda1a|summit-candidate:47129c06b82cf694,gpx_group_0128|summit_candidate_0120|summit_candidate_0423|summit_candidate_0007|mountain_198,location_stability_review_packets
199,遠見山,summit-candidate:47129c06b82cf694,0.67,medium,location_uncertain_keep,non_adjacent_municipality,伊方町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0007_yamap_2023-01-21_12_43.md,summit-candidate:47129c06b82cf694|summit-candidate:830c63408bf56cc5|summit-candidate:c6ced2088a2376f5,gpx_group_0007|summit_candidate_0007|summit_candidate_0374|summit_candidate_0153|mountain_199,location_stability_review_packets
200,石神山,summit-candidate:47129c06b82cf694,0.85,medium,location_uncertain_keep,non_adjacent_municipality,伊方町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0007_yamap_2023-01-21_12_43.md,summit-candidate:47129c06b82cf694|summit-candidate:830c63408bf56cc5|summit-candidate:c6ced2088a2376f5,gpx_group_0007|summit_candidate_0007|summit_candidate_0374|summit_candidate_0153|mountain_200,location_stability_review_packets
